process_execution_id,order_id,start_time,end_time,part_id,process_type,process_id,resource_id,is_valid
1378,344,2025-02-20 17:42:37,2025-02-20 17:43:17,1,0,1,1,1
1379,348,2025-02-20 17:43:00,2025-02-20 17:43:17,6,0,16,5,1
1380,344,2025-02-20 17:43:17,2025-02-20 17:44:13,2,0,2,1,1
1381,348,2025-02-20 17:43:17,2025-02-20 17:43:42,7,1,17,6,1
1382,348,2025-02-20 17:43:42,2025-02-20 17:44:16,8,1,18,6,1
1383,344,2025-02-20 17:44:13,2025-02-20 17:44:27,2,0,3,1,1
1384,348,2025-02-20 17:44:16,2025-02-20 17:45:18,3,1,19,6,1
1385,344,2025-02-20 17:44:27,2025-02-20 17:45:10,2,0,4,1,1
1386,344,2025-02-20 17:45:10,2025-02-20 17:46:07,2,0,5,1,1
1387,348,2025-02-20 17:45:18,2025-02-20 17:45:23,4,1,20,6,1
1388,348,2025-02-20 17:45:23,2025-02-20 17:45:31,-1,-1,21,7,1
1389,348,2025-02-20 17:45:31,2025-02-20 17:45:41,-1,2,22,8,1
1390,348,2025-02-20 17:45:41,2025-02-20 17:46:00,0,0,23,0,1
1391,350,2025-02-20 17:46:00,2025-02-20 17:46:15,0,0,0,0,1
1392,344,2025-02-20 17:46:07,2025-02-20 17:46:45,2,0,6,1,1
1393,344,2025-02-20 17:46:45,2025-02-20 17:47:23,2,0,6,1,1
1394,344,2025-02-20 17:47:23,2025-02-20 17:47:25,3,1,7,2,1
1395,350,2025-02-20 17:47:23,2025-02-20 17:48:03,1,0,1,1,1
1396,344,2025-02-20 17:47:25,2025-02-20 17:47:57,1,0,8,3,1
1397,344,2025-02-20 17:47:57,2025-02-20 17:48:29,1,0,8,3,1
1398,350,2025-02-20 17:48:03,2025-02-20 17:48:59,2,0,2,1,1
1399,344,2025-02-20 17:48:29,2025-02-20 17:49:30,3,0,9,3,1
1400,350,2025-02-20 17:48:59,2025-02-20 17:49:13,2,0,3,1,1
1401,350,2025-02-20 17:49:13,2025-02-20 17:49:56,2,0,4,1,1
1402,344,2025-02-20 17:49:30,2025-02-20 17:49:50,4,0,10,3,1
1403,344,2025-02-20 17:49:50,2025-02-20 17:50:33,5,0,11,3,1
1404,350,2025-02-20 17:49:56,2025-02-20 17:50:53,2,0,5,1,1
1405,344,2025-02-20 17:50:33,2025-02-20 17:51:16,5,0,11,3,1
1406,350,2025-02-20 17:50:53,2025-02-20 17:51:31,2,0,6,1,1
1407,344,2025-02-20 17:51:16,2025-02-20 17:52:01,3,1,12,4,1
1408,350,2025-02-20 17:51:31,2025-02-20 17:51:33,3,1,7,2,1
1409,350,2025-02-20 17:51:33,2025-02-20 17:52:05,1,0,8,3,1
1410,344,2025-02-20 17:52:01,2025-02-20 17:52:10,4,1,13,4,1
1411,350,2025-02-20 17:52:05,2025-02-20 17:53:06,3,0,9,3,1
1412,344,2025-02-20 17:52:10,2025-02-20 17:52:40,1,0,14,5,1
1413,344,2025-02-20 17:52:40,2025-02-20 17:54:01,1,0,15,5,1
1414,350,2025-02-20 17:53:06,2025-02-20 17:53:26,4,0,10,3,1
1415,350,2025-02-20 17:53:26,2025-02-20 17:54:09,5,0,11,3,1
1416,344,2025-02-20 17:54:01,2025-02-20 17:54:18,6,0,16,5,1
1417,350,2025-02-20 17:54:09,2025-02-20 17:54:54,3,1,12,4,1
1418,344,2025-02-20 17:54:18,2025-02-20 17:54:35,6,0,16,5,1
1419,344,2025-02-20 17:54:35,2025-02-20 17:55:00,7,1,17,6,1
1420,350,2025-02-20 17:54:54,2025-02-20 17:55:03,4,1,13,4,1
1421,344,2025-02-20 17:55:00,2025-02-20 17:55:34,8,1,18,6,1
1422,350,2025-02-20 17:55:03,2025-02-20 17:55:33,1,0,14,5,1
1423,350,2025-02-20 17:55:33,2025-02-20 17:56:54,1,0,15,5,1
1424,344,2025-02-20 17:55:34,2025-02-20 17:56:36,3,1,19,6,1
1425,344,2025-02-20 17:56:36,2025-02-20 17:56:41,4,1,20,6,1
1426,344,2025-02-20 17:56:41,2025-02-20 17:56:49,-1,-1,21,7,1
1427,356,2025-02-20 17:56:49,2025-02-20 17:57:04,0,0,0,0,1
1428,350,2025-02-20 17:56:54,2025-02-20 17:57:11,6,0,16,5,1
1429,356,2025-02-20 17:57:04,2025-02-20 17:57:44,1,0,1,1,1
1430,350,2025-02-20 17:57:11,2025-02-20 17:57:36,7,1,17,6,1
1431,350,2025-02-20 17:57:36,2025-02-20 17:58:10,8,1,18,6,1
1432,356,2025-02-20 17:57:44,2025-02-20 17:58:40,2,0,2,1,1
1433,350,2025-02-20 17:58:10,2025-02-20 17:59:12,3,1,19,6,1
1434,356,2025-02-20 17:58:40,2025-02-20 17:58:54,2,0,3,1,1
1435,356,2025-02-20 17:58:54,2025-02-20 17:59:37,2,0,4,1,1
1436,350,2025-02-20 17:59:12,2025-02-20 17:59:17,4,1,20,6,1
1437,350,2025-02-20 17:59:17,2025-02-20 17:59:25,-1,-1,21,7,1
1438,350,2025-02-20 17:59:25,2025-02-20 17:59:35,-1,2,22,8,1
1439,350,2025-02-20 17:59:35,2025-02-20 17:59:54,0,0,23,0,1
1440,356,2025-02-20 17:59:37,2025-02-20 18:00:34,2,0,5,1,1
1441,357,2025-02-20 17:59:54,2025-02-20 18:00:09,0,0,0,0,1
1442,356,2025-02-20 18:00:34,2025-02-20 18:01:12,2,0,6,1,1
1443,356,2025-02-20 18:01:12,2025-02-20 18:01:14,3,1,7,2,1
1444,357,2025-02-20 18:01:12,2025-02-20 18:01:52,1,0,1,1,1
1445,356,2025-02-20 18:01:14,2025-02-20 18:01:46,1,0,8,3,1
1446,356,2025-02-20 18:01:46,2025-02-20 18:02:47,3,0,9,3,1
1447,357,2025-02-20 18:01:52,2025-02-20 18:02:48,2,0,2,1,1
1448,356,2025-02-20 18:02:47,2025-02-20 18:03:07,4,0,10,3,1
1449,357,2025-02-20 18:02:48,2025-02-20 18:03:02,2,0,3,1,1
1450,357,2025-02-20 18:03:02,2025-02-20 18:03:45,2,0,4,1,1
1451,356,2025-02-20 18:03:07,2025-02-20 18:03:50,5,0,11,3,1
1452,357,2025-02-20 18:03:45,2025-02-20 18:04:42,2,0,5,1,1
1453,356,2025-02-20 18:03:50,2025-02-20 18:04:35,3,1,12,4,1
1454,356,2025-02-20 18:04:35,2025-02-20 18:04:44,4,1,13,4,1
1455,357,2025-02-20 18:04:42,2025-02-20 18:05:20,2,0,6,1,1
1456,356,2025-02-20 18:04:44,2025-02-20 18:05:14,1,0,14,5,1
1457,356,2025-02-20 18:05:14,2025-02-20 18:06:35,1,0,15,5,1
1458,357,2025-02-20 18:05:20,2025-02-20 18:05:22,3,1,7,2,1
1459,357,2025-02-20 18:05:22,2025-02-20 18:05:54,1,0,8,3,1
1460,357,2025-02-20 18:05:54,2025-02-20 18:06:55,3,0,9,3,1
1461,356,2025-02-20 18:06:35,2025-02-20 18:06:52,6,0,16,5,1
1462,356,2025-02-20 18:06:52,2025-02-20 18:07:17,7,1,17,6,1
1463,357,2025-02-20 18:06:55,2025-02-20 18:07:15,4,0,10,3,1
1464,357,2025-02-20 18:07:15,2025-02-20 18:07:58,5,0,11,3,1
1465,356,2025-02-20 18:07:17,2025-02-20 18:07:51,8,1,18,6,1
1466,356,2025-02-20 18:07:51,2025-02-20 18:08:53,3,1,19,6,1
1467,357,2025-02-20 18:07:58,2025-02-20 18:08:43,3,1,12,4,1
1468,357,2025-02-20 18:08:43,2025-02-20 18:08:52,4,1,13,4,1
1469,357,2025-02-20 18:08:52,2025-02-20 18:09:22,1,0,14,5,1
1470,356,2025-02-20 18:08:53,2025-02-20 18:08:58,4,1,20,6,1
1471,356,2025-02-20 18:08:58,2025-02-20 18:09:06,-1,-1,21,7,1
1472,356,2025-02-20 18:09:06,2025-02-20 18:09:16,-1,2,22,8,1
1473,356,2025-02-20 18:09:16,2025-02-20 18:09:35,0,0,23,0,1
1474,357,2025-02-20 18:09:22,2025-02-20 18:10:43,1,0,15,5,1
1475,358,2025-02-20 18:09:35,2025-02-20 18:09:50,0,0,0,0,1
1476,358,2025-02-20 18:09:50,2025-02-20 18:10:30,1,0,1,1,1
1477,358,2025-02-20 18:10:30,2025-02-20 18:11:26,2,0,2,1,1
1478,357,2025-02-20 18:10:43,2025-02-20 18:11:00,6,0,16,5,1
1479,357,2025-02-20 18:11:00,2025-02-20 18:11:25,7,1,17,6,1
1480,357,2025-02-20 18:11:25,2025-02-20 18:11:59,8,1,18,6,1
1481,358,2025-02-20 18:11:26,2025-02-20 18:11:40,2,0,3,1,1
1482,358,2025-02-20 18:11:40,2025-02-20 18:12:23,2,0,4,1,1
1483,357,2025-02-20 18:11:59,2025-02-20 18:13:01,3,1,19,6,1
1484,358,2025-02-20 18:12:23,2025-02-20 18:13:20,2,0,5,1,1
1485,357,2025-02-20 18:13:01,2025-02-20 18:13:06,4,1,20,6,1
1486,357,2025-02-20 18:13:06,2025-02-20 18:13:14,-1,-1,21,7,1
1487,357,2025-02-20 18:13:14,2025-02-20 18:13:24,-1,2,22,8,1
1488,358,2025-02-20 18:13:20,2025-02-20 18:13:58,2,0,6,1,1
1489,357,2025-02-20 18:13:24,2025-02-20 18:13:43,0,0,23,0,1
1490,358,2025-02-20 18:13:58,2025-02-20 18:14:00,3,1,7,2,1
1491,358,2025-02-20 18:14:00,2025-02-20 18:14:32,1,0,8,3,1
1492,358,2025-02-20 18:14:32,2025-02-20 18:15:33,3,0,9,3,1
1493,358,2025-02-20 18:15:33,2025-02-20 18:15:53,4,0,10,3,1
1494,358,2025-02-20 18:15:53,2025-02-20 18:16:36,5,0,11,3,1
1495,358,2025-02-20 18:16:36,2025-02-20 18:17:21,3,1,12,4,1
1496,358,2025-02-20 18:17:21,2025-02-20 18:17:30,4,1,13,4,1
1497,358,2025-02-20 18:17:30,2025-02-20 18:18:00,1,0,14,5,1
1498,358,2025-02-20 18:18:00,2025-02-20 18:19:21,1,0,15,5,1
1499,358,2025-02-20 18:19:21,2025-02-20 18:19:38,6,0,16,5,1
1500,358,2025-02-20 18:19:38,2025-02-20 18:20:03,7,1,17,6,1
1501,358,2025-02-20 18:20:03,2025-02-20 18:20:37,8,1,18,6,1
1502,358,2025-02-20 18:20:37,2025-02-20 18:21:39,3,1,19,6,1
1503,358,2025-02-20 18:21:39,2025-02-20 18:21:44,4,1,20,6,1
1504,358,2025-02-20 18:21:44,2025-02-20 18:21:52,-1,-1,21,7,1
1505,358,2025-02-20 18:21:52,2025-02-20 18:22:02,-1,2,22,8,1
1506,358,2025-02-20 18:22:02,2025-02-20 18:22:21,0,0,23,0,1
